X,Y,emissions,datehour
382537,3736607,17.28223,13042107
382737,3736607,17.46796,13042107
382937,3736607,16.66716,13042107
383137,3736607,14.94329,13042107
383337,3736607,12.52835,13042107
383537,3736607,12.04807,14012909
383737,3736607,13.22517,14012909
383937,3736607,13.6334,14012909
384137,3736607,13.30567,14021109
384337,3736607,12.96132,14021109
384537,3736607,13.19769,12092107
384737,3736607,14.26432,12092107
384937,3736607,14.50145,12092107
385137,3736607,14.10988,13062606
385337,3736607,13.13646,13062606
385537,3736607,13.45707,12090207
385737,3736607,13.00094,12090207
385937,3736607,11.85676,12090207
386137,3736607,11.52203,12040807
386337,3736607,12.28816,14021608
386537,3736607,12.88742,14021608
386737,3736607,13.5642,14041507
386937,3736607,14.0578,14041507
387137,3736607,13.13014,14041507
387337,3736607,13.11712,15092507
387537,3736607,13.6355,15092507
387737,3736607,13.65429,15092507
387937,3736607,13.21172,15092507
388137,3736607,12.38736,15092507
388337,3736607,12.21269,16091807
388537,3736607,14.29046,16091807
388737,3736607,15.58739,16091807
388937,3736607,15.9566,16091807
389137,3736607,15.42409,16091807
389337,3736607,14.15587,16091807
389537,3736607,12.39658,16091807
389737,3736607,10.60287,12121109
379937,3736807,10.70671,13091607
380137,3736807,9.98506,13102108
380337,3736807,10.93859,13102108
380537,3736807,11.73851,13102108
380737,3736807,12.31201,13102108
380937,3736807,12.58998,13102108
381137,3736807,12.51689,13102108
381337,3736807,12.06146,13102108
381537,3736807,13.76435,12092007
381737,3736807,15.3779,12092007
381937,3736807,15.91622,12092007
382137,3736807,15.32569,13110908
382337,3736807,16.14197,13110908
382537,3736807,17.42725,13042107
382737,3736807,18.14859,13042107
382937,3736807,17.81386,13042107
383137,3736807,16.39761,13042107
383337,3736807,14.0796,13042107
383537,3736807,12.01781,14012909
383737,3736807,13.47413,14012909
383937,3736807,14.13725,14012909
384137,3736807,13.8367,14012909
384337,3736807,13.49073,14021109
384537,3736807,13.57545,12092107
384737,3736807,14.76886,12092107
384937,3736807,15.04865,12092107
385137,3736807,14.46423,13062606
385337,3736807,13.68251,12090207
385537,3736807,13.94043,12090207
385737,3736807,13.33444,12090207
385937,3736807,12.0228,12103108
386137,3736807,11.39752,14021608
386337,3736807,12.9108,14021608
386537,3736807,13.13087,14021608
386737,3736807,14.34366,14041507
386937,3736807,14.20992,14041507
387137,3736807,13.17236,15092507
387337,3736807,13.97311,15092507
387537,3736807,14.21956,15092507
387737,3736807,13.93077,15092507
387937,3736807,13.18204,15092507
388137,3736807,12.0845,15092507
388337,3736807,14.343,16091807
388537,3736807,15.91613,16091807
388737,3736807,16.47746,16091807
388937,3736807,16.0264,16091807
389137,3736807,14.73644,16091807
389337,3736807,12.88238,16091807
389537,3736807,10.90108,12121109
389737,3736807,11.23081,12061706
379937,3737007,11.98874,13091607
380137,3737007,11.27818,13091607
380337,3737007,10.31362,13102108
380537,3737007,11.34506,13102108
380737,3737007,12.20821,13102108
380937,3737007,12.81889,13102108
381137,3737007,13.09721,13102108
381337,3737007,12.97982,13102108
381537,3737007,12.4333,13102108
381737,3737007,14.70667,12092007
381937,3737007,16.1612,12092007
382137,3737007,16.3173,12092007
382337,3737007,16.14225,13110908
382537,3737007,17.2757,13042107
382737,3737007,18.58909,13042107
382937,3737007,18.82425,13042107
383137,3737007,17.8411,13042107
383337,3737007,15.73317,13042107
383537,3737007,12.82974,13042107
383737,3737007,13.66199,14012909
383937,3737007,14.62316,14012909
384137,3737007,14.53851,14012909
384337,3737007,13.93147,14021109
384537,3737007,13.97078,12092107
384737,3737007,15.31142,12092107
384937,3737007,15.64193,12092107
385137,3737007,14.89003,12092107
385337,3737007,14.27735,12090207
385537,3737007,14.4467,12090207
385737,3737007,13.66295,12090207
385937,3737007,12.28031,12103108
386137,3737007,11.9608,14021608
386337,3737007,13.23792,14021608
386537,3737007,14.00898,14041507
386737,3737007,14.90461,14041507
386937,3737007,14.03995,14041507
387137,3737007,14.20806,15092507
387337,3737007,14.73846,15092507
387537,3737007,14.65466,15092507
387737,3737007,14.02034,15092507
387937,3737007,12.95168,15092507
388137,3737007,14.30949,16091807
388337,3737007,16.20229,16091807
388537,3737007,16.99696,16091807
388737,3737007,16.65387,16091807
388937,3737007,15.35064,16091807
389137,3737007,13.39626,16091807
389337,3737007,11.20562,12121109
389537,3737007,11.68466,12061706
389737,3737007,12.00812,12061706
379937,3737207,12.95183,13091607
380137,3737207,12.59358,13091607
380337,3737207,11.89269,13091607
380537,3737207,10.86856,13091607
380737,3737207,11.78425,13102108
380937,3737207,12.71932,13102108
381137,3737207,13.37139,13102108
381337,3737207,13.64741,13102108
381537,3737207,13.47472,13102108
381737,3737207,13.37792,12092007
381937,3737207,15.67764,12092007
382137,3737207,16.88484,12092007
382337,3737207,16.54501,12092007
382537,3737207,16.7852,13042107
382737,3737207,18.72126,13042107
382937,3737207,19.62184,13042107
383137,3737207,19.21008,13042107
383337,3737207,17.45399,13042107
383537,3737207,14.61653,13042107
383737,3737207,13.77033,14012909
383937,3737207,15.07686,14012909
384137,3737207,15.26104,14012909
384337,3737207,14.30144,14021109
384537,3737207,14.38353,12092107
384737,3737207,15.89619,12092107
384937,3737207,16.2874,12092107
385137,3737207,15.46565,12092107
385337,3737207,14.92513,12090207
385537,3737207,14.98424,12090207
385737,3737207,13.97474,12090207
385937,3737207,12.47432,12103108
386137,3737207,12.40172,14021608
386337,3737207,13.30814,14021608
386537,3737207,14.99807,14041507
386737,3737207,15.1599,14041507
386937,3737207,14.30027,15092507
387137,3737207,15.17934,15092507
387337,3737207,15.36419,15092507
387537,3737207,14.89537,15092507
387737,3737207,13.88861,15092507
387937,3737207,14.1658,16091807
388137,3737207,16.42617,16091807
388337,3737207,17.50373,16091807
388537,3737207,17.30236,16091807
388737,3737207,15.99807,16091807
388937,3737207,13.93829,16091807
389137,3737207,11.51775,16091807
389337,3737207,12.16046,12061706
389537,3737207,12.42937,12061706
389737,3737207,12.01194,12061706
379937,3737407,13.45507,13091607
380137,3737407,13.52823,13091607
380337,3737407,13.23426,13091607
380537,3737407,12.55279,13091607
380737,3737407,11.49807,13091607
380937,3737407,12.26032,13102108
381137,3737407,13.27773,13102108
381337,3737407,13.97603,13102108
381537,3737407,14.24597,13102108
381737,3737407,14.00378,13102108
381937,3737407,14.42161,12092007
382137,3737407,16.65312,12092007
382337,3737407,17.498,12092007
382537,3737407,16.53144,12092007
382737,3737407,18.47909,13042107
382937,3737407,20.11895,13042107
383137,3737407,20.42067,13042107
383337,3737407,19.18607,13042107
383537,3737407,16.55866,13042107
383737,3737407,13.77724,14012909
383937,3737407,15.47961,14012909
384137,3737407,15.99552,14012909
384337,3737407,15.1307,14012909
384537,3737407,14.81289,12092107
384737,3737407,16.52778,12092107
384937,3737407,16.99215,12092107
385137,3737407,16.08936,12092107
385337,3737407,15.60906,12090207
385537,3737407,15.52627,12090207
385737,3737407,14.2509,12090207
385937,3737407,12.58353,12103108
386137,3737407,12.6351,14021608
386337,3737407,14.08486,14041507
386537,3737407,15.6397,14041507
386737,3737407,14.9641,14041507
386937,3737407,15.49954,15092507
387137,3737407,16.03078,15092507
387337,3737407,15.7943,15092507
387537,3737407,14.89553,15092507
387737,3737407,13.88322,16091807
387937,3737407,16.56214,16091807
388137,3737407,17.98163,16091807
388337,3737407,17.96492,16091807
388537,3737407,16.67686,16091807
388737,3737407,14.50752,16091807
388937,3737407,11.91583,16091807
389137,3737407,12.65649,12061706
389337,3737407,12.85586,12061706
389537,3737407,12.29964,12061706
389737,3737407,11.16276,12061706
379937,3737607,13.39254,13091607
380137,3737607,13.92785,13091607
380337,3737607,14.12093,13091607
380537,3737607,13.90978,13091607
380737,3737607,13.26039,13091607
380937,3737607,12.17914,13091607
381137,3737607,12.77813,13102108
381337,3737607,13.8904,13102108
381537,3737607,14.6405,13102108
381737,3737607,14.899,13102108
381937,3737607,14.56876,13102108
382137,3737607,15.52284,12092007
382337,3737607,17.59492,12092007
382537,3737607,17.93121,12092007
382737,3737607,17.80748,13042107
382937,3737607,20.22181,13042107
383137,3737607,21.3681,13042107
383337,3737607,20.84678,13042107
383537,3737607,18.61841,13042107
383737,3737607,15.08351,13042107
383937,3737607,15.80705,14012909
384137,3737607,16.72857,14012909
384337,3737607,16.10136,14012909
384537,3737607,15.25694,12092107
384737,3737607,17.2112,12092107
384937,3737607,17.76445,12092107
385137,3737607,16.76685,12092107
385337,3737607,16.32378,12090207
385537,3737607,16.05859,12090207
385737,3737607,14.46972,12090207
385937,3737607,12.58228,12103108
386137,3737607,12.56985,14021608
386337,3737607,15.14387,14041507
386537,3737607,15.86412,14041507
386737,3737607,15.64268,15092507
386937,3737607,16.61291,15092507
387137,3737607,16.69525,15092507
387337,3737607,15.96839,15092507
387537,3737607,14.61262,15092507
387737,3737607,16.57731,16091807
387937,3737607,18.40818,16091807
388137,3737607,18.63059,16091807
388337,3737607,17.38293,16091807
388537,3737607,15.10156,16091807
388737,3737607,12.35023,15061907
388937,3737607,13.16946,12061706
389137,3737607,13.28085,12061706
389337,3737607,12.56115,12061706
389537,3737607,11.23216,12061706
389737,3737607,10.25453,12042007
379937,3737807,12.72154,13091607
380137,3737807,13.68642,13091607
380337,3737807,14.38519,13091607
380537,3737807,14.72276,13091607
380737,3737807,14.61715,13091607
380937,3737807,14.01623,13091607
381137,3737807,12.9147,13091607
381337,3737807,13.34325,13102108
381537,3737807,14.56561,13102108
381737,3737807,15.3739,13102108
381937,3737807,15.61327,13102108
382137,3737807,15.1704,13102108
382337,3737807,16.66054,12092007
382537,3737807,18.44507,12092007
382737,3737807,18.00969,12092007
382937,3737807,19.83987,13042107
383137,3737807,21.92921,13042107
383337,3737807,22.32184,13042107
383537,3737807,20.72772,13042107
383737,3737807,17.37843,13042107
383937,3737807,16.02799,14012909
384137,3737807,17.44035,14012909
384337,3737807,17.13334,14012909
384537,3737807,15.71207,12092107
384737,3737807,17.95164,12092107
384937,3737807,18.61382,12092107
385137,3737807,17.50433,12092107
385337,3737807,17.05716,12090207
385537,3737807,16.56108,12090207
385737,3737807,14.60523,12090207
385937,3737807,12.4404,12103108
386137,3737807,13.45436,14041507
386337,3737807,15.87862,14041507
386537,3737807,15.53037,14041507
386737,3737807,17.06269,15092507
386937,3737807,17.57639,15092507
387137,3737807,17.09571,15092507
387337,3737807,15.82648,15092507
387537,3737807,16.43023,16091807
387737,3737807,18.7524,16091807
387937,3737807,19.28272,16091807
388137,3737807,18.10893,16091807
388337,3737807,15.71579,16091807
388537,3737807,12.9327,15061907
388737,3737807,13.69388,12061706
388937,3737807,13.6946,12061706
389137,3737807,12.78297,12061706
389337,3737807,11.23918,12061706
389537,3737807,11.23289,12042007
389737,3737807,12.43121,12042007
379937,3738007,12.3448,14010309
380137,3738007,12.77892,13091607
380337,3738007,13.92556,13091607
380537,3738007,14.81226,13091607
380737,3738007,15.32277,13091607
380937,3738007,15.35042,13091607
381137,3738007,14.81911,13091607
381337,3738007,13.70656,13091607
381537,3738007,13.96206,13102108
381737,3738007,15.31316,13102108
381937,3738007,16.18689,13102108
382137,3738007,16.39596,13102108
382337,3738007,15.80748,13102108
382537,3738007,17.61865,12092007
382737,3738007,18.70204,12092007
382937,3738007,18.90037,13042107
383137,3738007,21.97044,13042107
383337,3738007,23.46254,13042107
383537,3738007,22.77748,13042107
383737,3738007,19.86973,13042107
383937,3738007,16.10318,14012909
384137,3738007,18.10212,14012909
384337,3738007,18.22006,14012909
384537,3738007,16.30083,14012909
384737,3738007,18.75416,12092107
384937,3738007,19.55112,12092107
385137,3738007,18.30829,12092107
385337,3738007,17.78286,12090207
385537,3738007,16.99786,12090207
385737,3738007,14.61732,12090207
385937,3738007,12.69229,15081407
386137,3738007,14.59885,14041507
386337,3738007,16.09088,14041507
386537,3738007,17.24167,15092507
386737,3738007,18.37137,15092507
386937,3738007,18.28973,15092507
387137,3738007,17.16329,15092507
387337,3738007,15.79642,16091807
387537,3738007,18.97227,16091807
387737,3738007,19.89668,16091807
387937,3738007,18.84279,16091807
388137,3738007,16.34242,16091807
388337,3738007,13.56758,15061907
388537,3738007,14.22108,12061706
388737,3738007,14.08336,12061706
388937,3738007,12.94748,12061706
389137,3738007,11.16607,12061706
389337,3738007,12.29909,12042007
389537,3738007,13.48641,12042007
389737,3738007,14.31954,12042007
379937,3738207,11.84873,14010309
380137,3738207,12.5293,14010309
380337,3738207,12.91829,14010309
380537,3738207,14.08838,13091607
380737,3738207,15.18885,13091607
380937,3738207,15.90479,13091607
381137,3738207,16.0992,13091607
381337,3738207,15.66463,13091607
381537,3738207,14.55446,13091607
381737,3738207,14.64177,13102108
381937,3738207,16.14456,13102108
382137,3738207,17.0918,13102108
382337,3738207,17.25417,13102108
382537,3738207,16.47517,13102108
382737,3738207,18.02879,12092007
382937,3738207,18.28504,12092007
383137,3738207,21.36368,13042107
383337,3738207,24.08876,13042107
383537,3738207,24.60666,13042107
383737,3738207,22.47591,13042107
383937,3738207,17.99324,13042107
384137,3738207,18.67294,14012909
384337,3738207,19.34741,14012909
384537,3738207,17.62691,14012909
384737,3738207,19.62303,12092107
384937,3738207,20.58849,12092107
385137,3738207,19.18507,12092107
385337,3738207,18.45364,12090207
385537,3738207,17.31231,12090207
385737,3738207,14.45069,12090207
385937,3738207,13.08804,15081407
386137,3738207,15.33508,14041507
386337,3738207,17.00924,15092507
386537,3738207,18.92727,15092507
386737,3738207,19.43113,15092507
386937,3738207,18.60345,15092507
387137,3738207,16.77149,15092507
387337,3738207,18.27265,16091807
387537,3738207,20.10371,16091807
387737,3738207,19.56553,16091807
387937,3738207,16.96902,16091807
388137,3738207,14.25925,15061907
388337,3738207,14.7379,12061706
388537,3738207,14.42795,12061706
388737,3738207,13.03192,12061706
388937,3738207,11.92319,12042007
389137,3738207,13.4502,12042007
389337,3738207,14.59319,12042007
389537,3738207,15.30956,12042007
389737,3738207,15.60016,12042007
379937,3738407,12.74662,14110908
380137,3738407,11.69029,14010309
380337,3738407,12.57293,14010309
380537,3738407,13.17772,14010309
380737,3738407,14.14778,13091607
380937,3738407,15.48792,13091607
381137,3738407,16.44543,13091607
381337,3738407,16.84668,13091607
381537,3738407,16.54344,13091607
381737,3738407,15.45463,13091607
381937,3738407,15.39019,13102108
382137,3738407,17.07315,13102108
382337,3738407,18.1025,13102108
382537,3738407,18.19375,13102108
382737,3738407,17.1237,13102108
382937,3738407,17.93085,12092007
383137,3738407,20.01226,13042107
383337,3738407,24.00214,13042107
383537,3738407,25.99007,13042107
383737,3738407,24.99358,13042107
383937,3738407,20.92542,13042107
384137,3738407,19.09558,14012909
384337,3738407,20.48919,14012909
384537,3738407,19.0901,14012909
384737,3738407,20.5526,12092107
384937,3738407,21.75318,12092107
385137,3738407,20.12249,12092107
385337,3738407,18.99063,12090207
385537,3738407,17.41973,12090207
385737,3738407,14.12886,12103108
385937,3738407,13.37457,15081407
386137,3738407,16.19234,15092507
386337,3738407,19.0832,15092507
386537,3738407,20.40956,15092507
386737,3738407,20.07949,15092507
386937,3738407,18.39145,15092507
387137,3738407,16.93278,16091807
387337,3738407,19.50369,16091807
387537,3738407,19.42783,16091807
387737,3738407,17.18988,16091807
387937,3738407,14.92109,15061907
388137,3738407,15.22487,12061706
388337,3738407,14.70201,12061706
388537,3738407,13.00736,12061706
388737,3738407,13.14198,12042007
388937,3738407,14.67581,12042007
389137,3738407,15.72939,12042007
389337,3738407,16.27699,12042007
389537,3738407,16.34422,12042007
389737,3738407,15.99263,12042007
379937,3738607,14.89188,14110908
380137,3738607,14.16233,14110908
380337,3738607,13.09355,14110908
380537,3738607,12.43636,14010309
380737,3738607,13.27795,14010309
380937,3738607,14.0704,13091607
381137,3738607,15.67388,13091607
381337,3738607,16.9116,13091607
381537,3738607,17.5667,13091607
381737,3738607,17.27733,13091607
381937,3738607,15.93516,13091607
382137,3738607,16.21532,13102108
382337,3738607,18.11391,13102108
382537,3738607,19.22563,13102108
382737,3738607,19.16696,13102108
382937,3738607,17.68619,13102108
383137,3738607,17.78965,13042107
383337,3738607,22.9222,13042107
383537,3738607,26.59314,13042107
383737,3738607,27.22922,13042107
383937,3738607,24.07459,13042107
384137,3738607,19.29168,14012909
384337,3738607,21.60023,14012909
384537,3738607,20.69447,14012909
384737,3738607,21.49431,12092107
384937,3738607,22.99035,12092107
385137,3738607,21.08833,12092107
385337,3738607,19.26922,12090207
385537,3738607,17.19934,12090207
385737,3738607,14.71428,15081407
385937,3738607,14.59443,15092507
386137,3738607,18.59272,15092507
386337,3738607,21.02609,15092507
386537,3738607,21.48004,15092507
386737,3738607,20.13028,15092507
386937,3738607,17.53922,15092507
387137,3738607,18.22632,16091807
387337,3738607,18.77177,16091807
387537,3738607,16.78988,16091807
387737,3738607,15.51463,15061907
387937,3738607,15.32335,15061907
388137,3738607,14.69188,12061706
388337,3738607,13.11633,15061907
388537,3738607,14.45789,12042007
388737,3738607,15.95381,12042007
388937,3738607,16.85858,12042007
389137,3738607,17.17433,12042007
389337,3738607,16.96126,12042007
389537,3738607,16.31452,12042007
389737,3738607,15.34347,12042007
379937,3738807,16.05074,14110908
380137,3738807,15.9624,14110908
380337,3738807,15.49615,14110908
380537,3738807,14.62505,14110908
380737,3738807,13.35366,14110908
380937,3738807,13.16736,14010309
381137,3738807,13.81639,13091607
381337,3738807,15.70082,13091607
381537,3738807,17.15588,13091607
381737,3738807,17.84107,13091607
381937,3738807,17.55837,13091607
382137,3738807,16.12339,13091607
382337,3738807,17.07857,13102108
382537,3738807,19.23012,13102108
382737,3738807,20.41192,13102108
382937,3738807,20.12161,13102108
383137,3738807,18.09077,13102108
383337,3738807,20.7207,13042107
383537,3738807,26.05854,13042107
383737,3738807,28.75947,13042107
383937,3738807,27.17343,13042107
384137,3738807,21.36928,13042107
384337,3738807,22.60597,14012909
384537,3738807,22.4323,14012909
384737,3738807,22.40205,12092107
384937,3738807,24.26931,12092107
385137,3738807,22.0443,12092107
385337,3738807,19.16516,12091007
385537,3738807,16.49111,12090207
385737,3738807,15.3009,15081407
385937,3738807,17.13788,15092507
386137,3738807,20.95454,15092507
386337,3738807,22.57793,15092507
386537,3738807,21.87736,15092507
386737,3738807,19.39915,15092507
386937,3738807,16.18419,16091807
387137,3738807,17.43214,16091807
387337,3738807,15.8728,16091807
387537,3738807,15.94052,15061907
387737,3738807,15.77613,15061907
387937,3738807,14.79013,15061907
388137,3738807,13.28222,15061907
388337,3738807,15.59145,12042007
388537,3738807,17.24419,12042007
388737,3738807,17.92434,12042007
388937,3738807,17.93488,12042007
389137,3738807,17.38199,12042007
389337,3738807,16.40085,12042007
389537,3738807,15.13005,12042007
389737,3738807,13.69491,12042007
379937,3739007,15.86453,14110908
380137,3739007,16.45841,14110908
380337,3739007,16.73597,14110908
380537,3739007,16.62095,14110908
380737,3739007,16.05193,14110908
380937,3739007,14.99685,14110908
381137,3739007,13.46858,14110908
381337,3739007,13.28313,13091607
381537,3739007,15.20332,13091607
381737,3739007,16.76818,13091607
381937,3739007,17.60536,13091607
382137,3739007,17.35156,13091607
382337,3739007,15.77877,13091607
382537,3739007,17.95561,13102108
382737,3739007,20.39793,13102108
382937,3739007,21.6111,13102108
383137,3739007,20.95634,13102108
383337,3739007,18.16824,13102108
383537,3739007,24.08533,13042107
383737,3739007,29.06296,13042107
383937,3739007,29.76527,13042107
384137,3739007,25.03585,13042107
384337,3739007,23.38744,14012909
384537,3739007,24.27253,14012909
384737,3739007,23.19153,12092107
384937,3739007,25.52908,12092107
385137,3739007,22.91379,12092107
385337,3739007,20.05897,12091007
385537,3739007,16.40044,15081407
385737,3739007,16.25202,12082807
385937,3739007,19.72612,15092507
386137,3739007,22.96421,15092507
386337,3739007,23.38151,15092507
386537,3739007,21.31743,15092507
386737,3739007,17.75207,15092507
386937,3739007,15.32575,16091807
387137,3739007,14.80359,15061907
387337,3739007,16.00899,15061907
387537,3739007,15.95281,15061907
387737,3739007,15.02934,12090907
387937,3739007,13.76607,12090907
388137,3739007,16.21965,12042007
388337,3739007,17.95338,12042007
388537,3739007,18.7401,12042007
388737,3739007,18.46851,12042007
388937,3739007,17.52028,12042007
389137,3739007,16.17801,12042007
389337,3739007,14.60776,12042007
389537,3739007,12.94689,12042007
389737,3739007,11.29898,12042007
379937,3739207,14.2883,14110908
380137,3739207,15.41753,14110908
380337,3739207,16.37199,14110908
380537,3739207,17.05695,14110908
380737,3739207,17.36984,14110908
380937,3739207,17.21141,14110908
381137,3739207,16.29907,14110908
381337,3739207,14.40506,14110908
381537,3739207,12.07429,13091607
381737,3739207,14.10449,13091607
381937,3739207,15.78038,13091607
382137,3739207,16.67767,13091607
382337,3739207,16.36695,13091607
382537,3739207,15.39466,13102108
382737,3739207,18.80401,13102108
382937,3739207,21.53873,13102108
383137,3739207,22.6935,13102108
383337,3739207,21.46076,13102108
383537,3739207,20.55675,13042107
383737,3739207,27.58529,13042107
383937,3739207,31.16236,13042107
384137,3739207,28.50871,13042107
384337,3739207,23.76133,14012909
384537,3739207,26.13973,14012909
384737,3739207,23.70778,12092107
384937,3739207,26.6361,12092107
385137,3739207,23.91715,12091007
385337,3739207,20.86821,12091007
385537,3739207,17.44281,15081407
385737,3739207,18.18771,12082807
385937,3739207,21.99253,15092507
386137,3739207,24.14766,15092507
386337,3739207,23.01309,15092507
386537,3739207,19.56415,15092507
386737,3739207,15.69049,14091007
386937,3739207,15.66401,12090907
387137,3739207,16.87925,12090907
387337,3739207,16.86812,12090907
387537,3739207,15.88959,12090907
387737,3739207,14.28768,12090907
387937,3739207,16.27231,12042007
388137,3739207,18.00442,12042007
388337,3739207,18.63591,12042007
388537,3739207,18.31549,12042007
388737,3739207,17.27521,12042007
388937,3739207,15.56897,12042007
389137,3739207,13.72669,12042007
389337,3739207,12.1618,12090407
389537,3739207,11.59398,12090407
389737,3739207,10.98422,12090407
379937,3739407,11.64739,14110908
380137,3739407,13.02556,14110908
380337,3739407,14.39176,14110908
380537,3739407,15.66989,14110908
380737,3739407,16.76082,14110908
380937,3739407,17.54446,14110908
381137,3739407,17.38514,14110908
381337,3739407,16.43658,14110908
381537,3739407,14.73706,14110908
381737,3739407,12.4852,12120709
381937,3739407,13.17679,12120709
382137,3739407,14.00096,13091607
382337,3739407,14.79224,13091607
382537,3739407,14.28497,13091607
382737,3739407,15.65301,13102108
382937,3739407,19.48894,13102108
383137,3739407,22.47192,13102108
383337,3739407,23.39482,13102108
383537,3739407,21.26933,13102108
383737,3739407,23.94898,13042107
383937,3739407,30.49376,13042107
384137,3739407,31.00059,13042107
384337,3739407,23.79996,13042107
384537,3739407,27.87709,14012909
384737,3739407,24.96283,14012909
384937,3739407,27.34819,12092107
385137,3739407,25.42075,12091007
385337,3739407,21.41863,12091007
385537,3739407,18.23429,15081407
385737,3739407,20.1078,12082807
385937,3739407,23.33316,15092507
386137,3739407,23.89854,15092507
386337,3739407,21.08699,15092507
386537,3739407,16.5503,15092507
386737,3739407,16.96707,12090907
386937,3739407,18.33063,12090907
387137,3739407,18.13568,12090907
387337,3739407,16.77998,12090907
387537,3739407,14.75021,12090907
387737,3739407,15.38594,12042007
387937,3739407,17.11419,12042007
388137,3739407,17.64872,12042007
388337,3739407,17.14919,12042007
388537,3739407,15.93113,12042007
388737,3739407,14.32197,12042007
388937,3739407,13.1773,12090407
389137,3739407,12.48669,12090407
389337,3739407,11.7521,12090407
389537,3739407,11.00027,12090407
389737,3739407,10.25123,12090407
379937,3739607,10.61924,16121309
380137,3739607,10.77183,16121309
380337,3739607,11.2721,14110908
380537,3739607,12.76762,14110908
380737,3739607,14.27562,14110908
380937,3739607,15.54538,14110908
381137,3739607,16.47724,16030108
381337,3739607,16.86105,16030108
381537,3739607,16.59254,16030108
381737,3739607,15.50289,16030108
381937,3739607,13.53917,16030108
382137,3739607,13.78165,12120709
382337,3739607,14.39667,12120709
382537,3739607,14.40108,12120709
382737,3739607,14.60963,14082907
382937,3739607,15.56456,13102108
383137,3739607,19.76495,13102108
383337,3739607,22.85428,13102108
383537,3739607,23.23909,13102108
383737,3739607,19.81535,13102108
383937,3739607,26.96971,13042107
384137,3739607,31.3247,13042107
384337,3739607,26.76982,13042107
